万象🇨🇳中国央视🇨🇳,#genre#
CS218東映チャンネル,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODMxLnRz
BS日本映画専門チャンネル,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODI5LnRz
映画?チャンネル,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODgyLnRz
衛星劇場,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODMyLnRz
時代劇専門チャンネル,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODQxLnRz
CS294 ホームドラマチャンネル,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODQzLnRz
ファミリー劇場 Family Theatre,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODQyLnRz
MONDO TV,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODQ0LnRz
TBSチャンネル１,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODQ1LnRz
TBSチャンネル2,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODQ2LnRz
テレ朝チャンネル TV Asahi１,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODQ3LnRz
テレ朝チャンネル TV Asahi 2,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODQ4LnRz
フジテレビ FUJITV ONE,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODQ5LnRz
フジテレビ FUJITV TWO,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODUwLnRz
フジテレビ FUJITV NEXT,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODUxLnRz
スーパー！ドラマ SuperDrama TV,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODUyLnRz
ＡＸＮ 海外ドラマ,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODUzLnRz
FOX,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODU0LnRz
女性チャンネル? LaLa TV,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODU1LnRz
ザ?シネマ The Cinema,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODM0LnRz
ムービープラス Movie Plus,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODM1LnRz
AXNミステリー Mystery,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODU2LnRz
100%ヒッツ！スペースシャワーTV プラス,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODU3LnRz
スペースシャワー,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODU4LnRz
MTV HD,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODU5LnRz
MUSIC ON! TV（エムオン!）(JP),http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODYwLnRz
ミュージック?エア,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODYxLnRz
ミュージック?ジャパン,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODgwLnRz
歌謡ポップスチャンネル,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODYyLnRz
アニマルプラネット,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODY4LnRz
アニメシアターX AT-X,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODY1LnRz
ヒストリーチャンネル 日本世界の歴史＆エンタメ,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODY5LnRz
ナショナル ジオグラフィック,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODcwLnRz
BSアニマックス Animax,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODE1LnRz
BSスカパー! Sky PerfecTV,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODI3LnRz
TBSニュースバード,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODcyLnRz
FIGHTING TV サムライ,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODc5LnRz
TAKARAZUKA SKY STAGE,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODQwLnRz
BSフジ Fuji,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODE3LnRz
アイドル専門チャンネル,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODgxLnRz
キッズステーション,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODYzLnRz
グリーンチャンネル,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODI2LnRz
スカイ,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODM2LnRz
スポーツライブ,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODc2LnRz
チャンネル銀河,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODMzLnRz
ディスカバリーチャンネル,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODY3LnRz
ディズニージュニア お子さま向けディズニー番組,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODY2LnRz
テレビ大阪 TV Osaka,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODEzLnRz
よみうりテレビ YTV,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODE0LnRz
囲碁?将棋チャンネル,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODc1LnRz
旅チャンネル,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODc3LnRz
鉄道チャンネル,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODc4LnRz
日テレプラス Nittere Plus,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODM4LnRz
海外アニメ！カートゥーン ネットワーク,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODY0LnRz
KNTV,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODgzLnRz
万象💋韩国💋,#genre#
KBS 1,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODg2LnRz
KBS 2,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODg3LnRz
MBC,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODg5LnRz
SBS,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODg4LnRz
KBSN Drama,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODkwLnRz
KBSN Joy,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODkxLnRz
KBSN Kids,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODkyLnRz
KBS World,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODkzLnRz
MBC DRAMA,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODk5LnRz
MBC M,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvOTAyLnRz
MBC NO,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvOTAwLnRz
SBS BIZ,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODk1LnRz
SBS Plus,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvODk2LnRz
JTBC,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvOTAzLnRz
JTBC 2,http://www.kaniptv.cn/ua3.php?ua=UHVycGxlIEVYTyBQbGF5ZXIvMS4wIChMaW51eDtBbmRyb2lkIDEzKSBFeG9QbGF5ZXJMaWIvMi4xOC43&mode=1&hls=aHR0cDovL2lwdHZwcm8ucHc6MzU0NTEvbGl2ZS8zNTgyMjUxNDU3LzQ5NzUzNTQ5NTUvOTA0LnRz
